"Date/Time","Lat","Lon","Base"
"8/1/2014 6:34:00",40.7236,-74.0109,"B02512"
"8/1/2014 6:35:00",40.9308,-73.8488,"B02512"
"8/1/2014 6:35:00",40.7649,-73.9833,"B02512"
"8/1/2014 6:36:00",40.7704,-73.9646,"B02512"
"8/1/2014 6:36:00",40.7198,-74.0075,"B02512"
"8/1/2014 6:39:00",40.6847,-73.9712,"B02512"
"8/1/2014 6:39:00",40.6949,-74.1771,"B02512"
"8/1/2014 6:40:00",40.673,-73.9866,"B02512"
"8/1/2014 6:43:00",40.6448,-73.7822,"B02512"
"8/1/2014 6:43:00",40.7434,-73.9744,"B02512"
"8/1/2014 6:43:00",40.9464,-73.726,"B02512"
"8/1/2014 6:45:00",40.7245,-73.992,"B02512"
"8/1/2014 6:45:00",40.717,-74.0124,"B02512"
"8/1/2014 6:46:00",40.763,-73.976,"B02512"
"8/1/2014 6:46:00",40.7808,-73.9488,"B02512"
"8/1/2014 6:48:00",40.9086,-73.9463,"B02512"
"8/1/2014 6:50:00",40.796,-73.9498,"B02512"
"8/1/2014 6:51:00",40.758,-73.9849,"B02512"
"8/1/2014 6:51:00",40.7855,-73.9803,"B02512"
"8/1/2014 6:52:00",40.7215,-74.0042,"B02512"
"8/1/2014 6:55:00",40.7769,-73.9533,"B02512"
"8/1/2014 6:55:00",40.7451,-73.9886,"B02512"
"8/1/2014 6:56:00",40.7328,-73.9877,"B02512"
"8/1/2014 6:57:00",40.7441,-73.9714,"B02512"
"8/1/2014 6:58:00",40.724,-73.9783,"B02512"
"8/1/2014 6:58:00",40.775,-73.9894,"B02512"
"8/1/2014 7:01:00",40.7638,-73.9638,"B02512"
"8/1/2014 7:02:00",40.6485,-73.9608,"B02512"
"8/1/2014 7:02:00",40.7196,-74.0063,"B02512"
"8/1/2014 7:03:00",40.7425,-73.9777,"B02512"
"8/1/2014 7:04:00",40.7949,-73.9483,"B02512"
"8/1/2014 7:05:00",40.7287,-73.9857,"B02512"
"8/1/2014 7:05:00",40.6674,-73.8835,"B02512"
"8/1/2014 7:06:00",40.7399,-73.9865,"B02512"
"8/1/2014 7:08:00",40.7104,-74.0067,"B02512"
"8/1/2014 7:12:00",40.6879,-74.1816,"B02512"
"8/1/2014 7:14:00",40.7221,-73.9852,"B02512"
"8/1/2014 7:15:00",40.7313,-74.0099,"B02512"
"8/1/2014 7:15:00",40.7495,-73.9908,"B02512"
"8/1/2014 7:16:00",40.7109,-74.0059,"B02512"
"8/1/2014 7:17:00",40.7622,-73.9793,"B02512"
"8/1/2014 7:18:00",40.7634,-73.9093,"B02512"
"8/1/2014 7:22:00",40.7368,-73.9857,"B02512"
"8/1/2014 7:25:00",40.784,-73.9739,"B02512"
"8/1/2014 7:25:00",40.7394,-73.9943,"B02512"
"8/1/2014 7:29:00",40.775,-73.9612,"B02512"
"8/1/2014 7:30:00",40.7377,-73.9796,"B02512"
"8/1/2014 7:30:00",40.7587,-73.982,"B02512"
"8/1/2014 7:35:00",40.7387,-74.0083,"B02512"
"8/1/2014 7:36:00",40.7767,-73.9566,"B02512"
"8/1/2014 7:38:00",40.7651,-73.9752,"B02512"
"8/1/2014 7:39:00",40.7658,-73.9265,"B02512"
"8/1/2014 7:39:00",40.7398,-73.9854,"B02512"
"8/1/2014 7:39:00",40.7776,-73.9745,"B02512"
"8/1/2014 7:39:00",40.7756,-73.9824,"B02512"
"8/1/2014 7:40:00",40.7409,-73.9876,"B02512"
"8/1/2014 7:40:00",40.7171,-73.8001,"B02512"
"8/1/2014 7:42:00",40.6851,-73.981,"B02512"
"8/1/2014 7:43:00",40.7757,-73.9559,"B02512"
"8/1/2014 7:45:00",40.7271,-73.9796,"B02512"
"8/1/2014 7:45:00",40.7771,-73.9779,"B02512"
"8/1/2014 7:45:00",40.9614,-73.8648,"B02512"
"8/1/2014 7:46:00",40.7409,-73.9979,"B02512"
"8/1/2014 7:50:00",40.7244,-74.001,"B02512"
"8/1/2014 7:50:00",40.7671,-73.9794,"B02512"
"8/1/2014 7:52:00",40.7882,-73.9673,"B02512"
"8/1/2014 7:58:00",40.7445,-73.9944,"B02512"
"8/1/2014 7:58:00",40.7218,-73.9873,"B02512"
"8/1/2014 7:58:00",40.7246,-73.9819,"B02512"
"8/1/2014 7:59:00",40.7766,-73.9528,"B02512"
"8/1/2014 7:59:00",40.7262,-73.9912,"B02512"
"8/1/2014 8:04:00",40.7328,-73.9937,"B02512"
"8/1/2014 8:05:00",40.7618,-73.9771,"B02512"
"8/1/2014 8:07:00",40.7775,-73.9505,"B02512"
"8/1/2014 8:08:00",40.7223,-74.0111,"B02512"
"8/1/2014 8:09:00",40.6939,-73.9833,"B02512"
"8/1/2014 8:10:00",40.7893,-73.9775,"B02512"
"8/1/2014 8:10:00",40.7412,-74.005,"B02512"
"8/1/2014 8:12:00",40.7685,-73.8624,"B02512"
"8/1/2014 8:13:00",40.6756,-73.9855,"B02512"
"8/1/2014 8:13:00",40.7248,-73.9807,"B02512"
"8/1/2014 8:13:00",40.7602,-73.9836,"B02512"
"8/1/2014 8:14:00",40.7758,-73.9538,"B02512"
"8/1/2014 8:14:00",40.799,-73.9595,"B02512"
"8/1/2014 8:15:00",40.7197,-74.0102,"B02512"
"8/1/2014 8:19:00",40.7361,-74.0044,"B02512"
"8/1/2014 8:19:00",40.6875,-73.9736,"B02512"
"8/1/2014 8:20:00",40.7779,-73.9796,"B02512"
"8/1/2014 8:21:00",40.757,-73.9826,"B02512"
"8/1/2014 8:22:00",40.7106,-73.9657,"B02512"
"8/1/2014 8:22:00",40.6913,-73.9899,"B02512"
"8/1/2014 8:22:00",40.7193,-73.983,"B02512"
"8/1/2014 8:22:00",40.7828,-73.9779,"B02512"
"8/1/2014 8:23:00",40.776,-73.9528,"B02512"
"8/1/2014 8:24:00",40.7384,-73.9835,"B02512"
"8/1/2014 8:25:00",40.7465,-73.9559,"B02512"
"8/1/2014 8:25:00",40.7926,-73.9732,"B02512"
"8/1/2014 8:28:00",40.7806,-73.9578,"B02512"
"8/1/2014 8:28:00",40.7627,-73.9711,"B02512"
"8/1/2014 8:29:00",40.7238,-73.9911,"B02512"
"8/1/2014 8:30:00",40.7691,-73.9814,"B02512"
"8/1/2014 8:36:00",40.7205,-74.0085,"B02512"
"8/1/2014 8:37:00",40.7685,-73.9846,"B02512"
"8/1/2014 8:38:00",40.7387,-74.0095,"B02512"
"8/1/2014 8:39:00",40.7784,-73.9483,"B02512"
"8/1/2014 8:40:00",40.6801,-73.9544,"B02512"
"8/1/2014 8:41:00",40.7865,-73.972,"B02512"
"8/1/2014 8:42:00",40.7523,-73.9876,"B02512"
"8/1/2014 8:44:00",40.7255,-73.9407,"B02512"
"8/1/2014 8:45:00",40.7374,-73.9854,"B02512"
"8/1/2014 8:45:00",40.7016,-73.952,"B02512"
"8/1/2014 8:46:00",40.772,-73.9514,"B02512"
"8/1/2014 8:50:00",40.7708,-73.9509,"B02512"
"8/1/2014 8:51:00",40.8254,-74.274,"B02512"
"8/1/2014 8:53:00",40.7634,-73.985,"B02512"
"8/1/2014 8:54:00",40.7273,-73.9954,"B02512"
"8/1/2014 8:54:00",40.7349,-73.9887,"B02512"
"8/1/2014 8:54:00",40.7401,-73.9968,"B02512"
"8/1/2014 8:56:00",40.7117,-74.008,"B02512"
"8/1/2014 8:57:00",40.7739,-73.8718,"B02512"
"8/1/2014 8:59:00",40.7839,-73.9719,"B02512"
"8/1/2014 8:59:00",40.7578,-73.9892,"B02512"
"8/1/2014 9:01:00",40.7586,-73.9671,"B02512"
"8/1/2014 9:01:00",40.7529,-73.9836,"B02512"
"8/1/2014 9:03:00",40.7532,-73.8901,"B02512"
"8/1/2014 9:06:00",40.7248,-73.9986,"B02512"
"8/1/2014 9:08:00",40.7472,-73.9898,"B02512"
"8/1/2014 9:09:00",40.7411,-74.0013,"B02512"
"8/1/2014 9:13:00",40.733,-73.9884,"B02512"
"8/1/2014 9:15:00",40.7451,-73.9941,"B02512"
"8/1/2014 9:17:00",40.7458,-73.9945,"B02512"
"8/1/2014 9:17:00",40.7536,-73.9752,"B02512"
"8/1/2014 9:18:00",40.7099,-74.0071,"B02512"
"8/1/2014 9:19:00",40.7277,-74.0082,"B02512"
"8/1/2014 9:20:00",40.6916,-73.9705,"B02512"
"8/1/2014 9:20:00",40.7219,-74.0031,"B02512"
"8/1/2014 9:21:00",40.7499,-73.9814,"B02512"
"8/1/2014 9:22:00",40.7394,-73.9938,"B02512"
"8/1/2014 9:23:00",40.7386,-73.9996,"B02512"
"8/1/2014 9:23:00",40.7499,-73.9721,"B02512"
"8/1/2014 9:24:00",40.7187,-73.9862,"B02512"
"8/1/2014 9:25:00",40.7835,-73.9731,"B02512"
"8/1/2014 9:27:00",40.756,-73.9869,"B02512"
"8/1/2014 9:27:00",40.7005,-73.9253,"B02512"
"8/1/2014 9:31:00",40.7048,-74.0138,"B02512"
"8/1/2014 9:31:00",40.7042,-74.0118,"B02512"
"8/1/2014 9:36:00",40.772,-73.9512,"B02512"
"8/1/2014 9:38:00",40.722,-73.8791,"B02512"
"8/1/2014 9:39:00",40.7278,-73.9946,"B02512"
"8/1/2014 9:39:00",40.7669,-73.9695,"B02512"
"8/1/2014 9:42:00",40.7268,-74.0021,"B02512"
"8/1/2014 9:42:00",40.725,-73.9905,"B02512"
"8/1/2014 9:43:00",40.7134,-73.9779,"B02512"
"8/1/2014 9:45:00",40.7688,-73.9936,"B02512"
"8/1/2014 9:46:00",40.765,-73.9626,"B02512"
"8/1/2014 9:48:00",40.646,-73.7767,"B02512"
"8/1/2014 9:49:00",40.7654,-73.9756,"B02512"
"8/1/2014 9:49:00",40.7152,-73.9519,"B02512"
"8/1/2014 9:55:00",40.7667,-73.9688,"B02512"
"8/1/2014 9:56:00",40.6449,-73.7819,"B02512"
"8/1/2014 9:57:00",40.7563,-73.9943,"B02512"
"8/1/2014 9:57:00",40.7638,-73.9733,"B02512"
"8/1/2014 9:59:00",40.7143,-73.8312,"B02512"
"8/1/2014 10:00:00",40.7256,-74.0055,"B02512"
"8/1/2014 10:00:00",40.7734,-73.963,"B02512"
"8/1/2014 10:03:00",40.7558,-73.9728,"B02512"
"8/1/2014 10:04:00",40.7247,-73.9984,"B02512"
"8/1/2014 10:05:00",40.7064,-74.006,"B02512"
"8/1/2014 10:05:00",40.7248,-73.8575,"B02512"
"8/1/2014 10:06:00",40.7329,-74.0073,"B02512"
"8/1/2014 10:08:00",40.7359,-73.9978,"B02512"
"8/1/2014 10:09:00",40.7332,-73.9812,"B02512"
"8/1/2014 10:10:00",40.7217,-74.0081,"B02512"
"8/1/2014 10:12:00",40.7567,-73.9731,"B02512"
"8/1/2014 10:14:00",40.726,-74.0012,"B02512"
"8/1/2014 10:16:00",40.7547,-74.0064,"B02512"
"8/1/2014 10:19:00",40.7559,-73.9902,"B02512"
"8/1/2014 10:22:00",40.7562,-73.9641,"B02512"
"8/1/2014 10:23:00",40.7485,-73.9822,"B02512"
"8/1/2014 10:25:00",40.7028,-74.0093,"B02512"
"8/1/2014 10:26:00",40.7179,-74.0041,"B02512"
"8/1/2014 10:29:00",40.7215,-74.0106,"B02512"
"8/1/2014 10:30:00",40.7168,-74.0049,"B02512"
"8/1/2014 10:30:00",40.8506,-73.6118,"B02512"
"8/1/2014 10:31:00",40.7848,-73.9825,"B02512"
"8/1/2014 10:31:00",40.7665,-73.9706,"B02512"
"8/1/2014 10:31:00",40.7529,-73.9872,"B02512"
"8/1/2014 10:32:00",40.761,-73.9685,"B02512"
"8/1/2014 10:32:00",40.7401,-73.9917,"B02512"
"8/1/2014 10:34:00",40.7616,-73.9747,"B02512"
"8/1/2014 10:38:00",40.7625,-73.9964,"B02512"
"8/1/2014 10:39:00",40.7867,-73.9778,"B02512"
"8/1/2014 10:39:00",40.7535,-73.976,"B02512"
"8/1/2014 10:40:00",40.7746,-73.9581,"B02512"
"8/1/2014 10:41:00",40.74,-74.001,"B02512"
"8/1/2014 10:41:00",40.6903,-74.1778,"B02512"
"8/1/2014 10:43:00",40.7607,-73.999,"B02512"
"8/1/2014 10:44:00",40.7482,-74.0001,"B02512"
"8/1/2014 10:45:00",40.7538,-73.9912,"B02512"
"8/1/2014 10:46:00",40.7538,-73.968,"B02512"
"8/1/2014 10:47:00",40.7626,-73.9882,"B02512"
"8/1/2014 10:48:00",40.768,-73.9314,"B02512"
"8/1/2014 10:52:00",40.7506,-73.9834,"B02512"
"8/1/2014 10:53:00",40.7334,-73.9858,"B02512"
"8/1/2014 10:54:00",40.7137,-74.0117,"B02512"
"8/1/2014 10:55:00",40.7535,-73.9948,"B02512"
"8/1/2014 10:55:00",40.7028,-73.9897,"B02512"
"8/1/2014 10:57:00",40.6954,-73.9844,"B02512"
"8/1/2014 11:00:00",40.7818,-73.9771,"B02512"
"8/1/2014 11:02:00",40.7198,-73.995,"B02512"
"8/1/2014 11:06:00",40.7142,-74.0099,"B02512"
"8/1/2014 11:07:00",40.7164,-74.0152,"B02512"
"8/1/2014 11:07:00",40.7666,-73.967,"B02512"
"8/1/2014 11:08:00",40.7701,-73.8667,"B02512"
"8/1/2014 11:08:00",40.7684,-73.8622,"B02512"
"8/1/2014 11:11:00",40.7763,-73.9897,"B02512"
"8/1/2014 11:11:00",40.7763,-73.9897,"B02512"
"8/1/2014 11:13:00",40.7507,-73.9862,"B02512"
"8/1/2014 11:15:00",40.6929,-73.9727,"B02512"
"8/1/2014 11:16:00",40.7411,-73.9837,"B02512"
"8/1/2014 11:17:00",40.7486,-73.987,"B02512"
"8/1/2014 11:17:00",40.7557,-73.971,"B02512"
"8/1/2014 11:17:00",40.7596,-73.9725,"B02512"
"8/1/2014 11:19:00",40.7514,-73.9761,"B02512"
"8/1/2014 11:19:00",40.7254,-74.0093,"B02512"
"8/1/2014 11:20:00",40.7214,-73.9972,"B02512"
"8/1/2014 11:22:00",40.7421,-73.9904,"B02512"
"8/1/2014 11:23:00",40.7135,-74.0093,"B02512"
"8/1/2014 11:23:00",40.7643,-73.9694,"B02512"
"8/1/2014 11:23:00",40.765,-73.9792,"B02512"
"8/1/2014 11:24:00",40.7593,-73.9862,"B02512"
"8/1/2014 11:24:00",40.7746,-73.9843,"B02512"
"8/1/2014 11:24:00",40.7746,-73.9843,"B02512"
"8/1/2014 11:26:00",40.7166,-74.0164,"B02512"
"8/1/2014 11:26:00",40.7388,-73.9892,"B02512"
"8/1/2014 11:26:00",40.7136,-74.012,"B02512"
"8/1/2014 11:27:00",40.7222,-73.9887,"B02512"
"8/1/2014 11:27:00",40.7627,-73.9679,"B02512"
"8/1/2014 11:29:00",40.7697,-73.9486,"B02512"
"8/1/2014 11:30:00",40.7075,-74.0101,"B02512"
"8/1/2014 11:30:00",40.7508,-73.9851,"B02512"
"8/1/2014 11:31:00",40.7318,-74.0035,"B02512"
"8/1/2014 11:34:00",40.7284,-74.0071,"B02512"
"8/1/2014 11:35:00",40.7797,-73.9462,"B02512"
"8/1/2014 11:36:00",40.7442,-73.992,"B02512"
"8/1/2014 11:37:00",40.5001,-74.3532,"B02512"
"8/1/2014 11:37:00",40.769,-73.9613,"B02512"
"8/1/2014 11:38:00",40.7643,-73.9707,"B02512"
"8/1/2014 11:38:00",40.7297,-74.0084,"B02512"
"8/1/2014 11:40:00",40.7711,-73.9819,"B02512"
"8/1/2014 11:42:00",40.7751,-73.9635,"B02512"
"8/1/2014 11:42:00",40.7373,-74.0083,"B02512"
"8/1/2014 11:45:00",40.7566,-73.9801,"B02512"
"8/1/2014 11:45:00",40.7448,-73.9922,"B02512"
"8/1/2014 11:46:00",40.785,-73.9557,"B02512"
"8/1/2014 11:46:00",40.7296,-73.9871,"B02512"
"8/1/2014 11:47:00",40.774,-73.8726,"B02512"
"8/1/2014 11:50:00",40.7543,-73.9873,"B02512"
"8/1/2014 11:52:00",40.7454,-73.9805,"B02512"
"8/1/2014 11:55:00",40.7223,-74.0004,"B02512"
"8/1/2014 11:56:00",40.7324,-73.9852,"B02512"
"8/1/2014 11:56:00",40.72,-74.0399,"B02512"
"8/1/2014 11:56:00",40.756,-73.9793,"B02512"
"8/1/2014 11:57:00",40.7664,-73.9688,"B02512"
"8/1/2014 11:57:00",40.7557,-73.9739,"B02512"
"8/1/2014 11:57:00",40.7595,-73.9748,"B02512"
"8/1/2014 11:58:00",40.7753,-73.9629,"B02512"
"8/1/2014 11:58:00",40.7367,-73.9889,"B02512"
"8/1/2014 11:59:00",40.7264,-73.997,"B02512"
"8/1/2014 11:59:00",40.8888,-73.1226,"B02512"
"8/1/2014 11:59:00",40.742,-73.9936,"B02512"
"8/1/2014 12:04:00",40.7137,-74.0107,"B02512"
"8/1/2014 12:05:00",40.7686,-73.8625,"B02512"
"8/1/2014 12:05:00",40.7845,-73.9542,"B02512"
"8/1/2014 12:06:00",40.7152,-74.0021,"B02512"
"8/1/2014 12:07:00",40.7102,-74.0044,"B02512"
"8/1/2014 12:08:00",40.7524,-73.9784,"B02512"
"8/1/2014 12:09:00",40.7547,-73.9878,"B02512"
"8/1/2014 12:11:00",40.7658,-73.9545,"B02512"
"8/1/2014 12:11:00",40.7215,-74.0017,"B02512"
"8/1/2014 12:11:00",40.6783,-73.9717,"B02512"
"8/1/2014 12:14:00",40.688,-74.1832,"B02512"
"8/1/2014 12:14:00",40.8078,-73.9435,"B02512"
"8/1/2014 12:14:00",40.7333,-73.9763,"B02512"
"8/1/2014 12:15:00",40.7573,-73.9779,"B02512"
"8/1/2014 12:16:00",40.7571,-73.9736,"B02512"
"8/1/2014 12:17:00",40.7192,-74.0352,"B02512"
"8/1/2014 12:17:00",40.7045,-74.0083,"B02512"
"8/1/2014 12:18:00",40.7207,-74.0064,"B02512"
"8/1/2014 12:19:00",40.7416,-74.0071,"B02512"
"8/1/2014 12:20:00",40.6214,-73.9129,"B02512"
"8/1/2014 12:21:00",40.7695,-73.9916,"B02512"
"8/1/2014 12:23:00",40.738,-73.9922,"B02512"
"8/1/2014 12:23:00",40.7386,-73.9977,"B02512"
"8/1/2014 12:24:00",40.7606,-73.9849,"B02512"
"8/1/2014 12:25:00",40.7038,-74.0083,"B02512"
"8/1/2014 12:26:00",40.6484,-73.7831,"B02512"
"8/1/2014 12:26:00",40.7638,-73.9746,"B02512"
"8/1/2014 12:29:00",40.762,-73.9663,"B02512"
"8/1/2014 12:29:00",40.6466,-73.7896,"B02512"
"8/1/2014 12:33:00",40.6875,-73.9569,"B02512"
"8/1/2014 12:35:00",40.725,-73.2527,"B02512"
"8/1/2014 12:37:00",40.6435,-73.7898,"B02512"
"8/1/2014 12:39:00",40.7123,-73.9954,"B02512"
"8/1/2014 12:40:00",40.743,-73.981,"B02512"
"8/1/2014 12:42:00",40.7133,-73.952,"B02512"
"8/1/2014 12:43:00",40.7563,-73.9731,"B02512"
"8/1/2014 12:43:00",40.7217,-73.9934,"B02512"
"8/1/2014 12:46:00",40.7226,-74.0024,"B02512"
"8/1/2014 12:46:00",40.7301,-73.9853,"B02512"
"8/1/2014 12:47:00",40.7056,-74.0077,"B02512"
"8/1/2014 12:48:00",40.7607,-73.9735,"B02512"
"8/1/2014 12:50:00",40.7467,-74.0015,"B02512"
"8/1/2014 12:50:00",40.7849,-73.9821,"B02512"
"8/1/2014 12:50:00",40.7302,-73.9835,"B02512"
"8/1/2014 12:50:00",40.7636,-73.973,"B02512"
"8/1/2014 12:51:00",40.716,-73.9931,"B02512"
"8/1/2014 12:54:00",40.6883,-74.1813,"B02512"
"8/1/2014 12:54:00",40.6883,-74.1813,"B02512"
"8/1/2014 12:56:00",40.7578,-73.9752,"B02512"
"8/1/2014 12:56:00",40.754,-73.9794,"B02512"
"8/1/2014 12:57:00",40.7643,-73.9545,"B02512"
"8/1/2014 12:58:00",40.7794,-73.9579,"B02512"
"8/1/2014 12:58:00",40.6686,-73.9901,"B02512"
"8/1/2014 12:59:00",40.7764,-73.9083,"B02512"
"8/1/2014 12:59:00",40.7518,-73.9784,"B02512"
"8/1/2014 13:02:00",40.7382,-74.0092,"B02512"
"8/1/2014 13:03:00",40.7247,-73.9987,"B02512"
"8/1/2014 13:03:00",40.7541,-73.998,"B02512"
"8/1/2014 13:04:00",40.7662,-73.968,"B02512"
"8/1/2014 13:05:00",40.713,-73.9442,"B02512"
"8/1/2014 13:07:00",40.7561,-73.9729,"B02512"
"8/1/2014 13:08:00",40.7506,-73.9945,"B02512"
